first_name,last_name,state,gender,birthdate
Jaime,Pham,Maryland,M,1937-12-13
Bryan,Rodriguez,Connecticut,M,1968-02-25
Jason,Gillespie,Pennsylvania,M,1967-07-16
Philip,Graham,Illinois,M,1968-07-12
Amanda,Patterson,Texas,F,1966-04-18
Andrew,Mcguire,Indiana,M,1965-03-22
Adrian,Valenzuela,Oklahoma,M,1956-01-23
Robert,Murray,Missouri,M,1950-07-18
Jeffrey,English,Arizona,M,1952-03-30
Trevor,Morales,Florida,M,1968-05-21
Jeffrey,Joyce,Idaho,M,1970-09-20
Jennifer,Warner,Montana,F,1976-01-06
Mark,Roberts,New York,M,1967-04-16
James,Wade,California,M,1968-05-09
Edward,Berry,Maryland,M,1952-07-30
Ann,Martin,Alabama,F,1967-10-10
Caleb,Nguyen,Pennsylvania,M,1954-11-29
Peggy,Campbell,Florida,F,1948-02-06
William,Wolfe,New Jersey,M,1963-12-12
Charles,Rodriguez,New Jersey,M,1962-05-14
Lindsey,Robinson,Idaho,F,1970-10-04
Sandra,Russell,Pennsylvania,F,1959-11-30
Dorothy,Turner,California,F,1969-05-07
Ricardo,Johnson,Michigan,M,1951-03-07
Christine,White,Mississippi,F,1964-05-26
Michael,White,Pennsylvania,M,1939-08-04
Richard,Cook,New Jersey,M,1946-12-25
Angela,Ballard,New York,F,1958-03-17
Ashley,Coleman,Ohio,F,1969-11-12
Virginia,Brown,Montana,F,1926-03-08
Jeffrey,Brown,California,M,1965-12-15
Troy,Bass,Maryland,M,1956-03-29
Anthony,Hoffman,Arizona,M,1954-01-22
Janet,Moore,Louisiana,F,1947-03-20
Paul,Hendrix,Tennessee,M,1948-12-26
George,Pierce,Tennessee,M,1978-05-01
Mary,Gilmore,Arizona,F,1961-09-27
Rhonda,Harris,Kentucky,F,1951-01-30
Timothy,Brown,New Hampshire,M,1972-06-07
Vincent,Welch,Illinois,M,1948-07-10
Stephanie,Smith,Arkansas,F,1959-05-23
Melissa,Roberts,Wyoming,F,1938-12-08
Dwayne,Whitehead,Texas,M,1976-04-11
Stephanie,Carter,Minnesota,F,1940-02-05
Michelle,Kelly,New Jersey,F,1956-05-30
Joseph,Armstrong,Florida,M,1978-07-28
Anita,Castillo,North Dakota,F,1942-01-21
Paula,Robinson,North Carolina,F,1980-12-16
Ronald,Fuentes,Colorado,M,1938-12-18
Jessica,Roberts,Texas,F,1967-07-31
Donna,Shepherd,California,F,1947-07-25
Adam,Wolf,Arizona,M,1948-12-05
Melissa,Roberts,New York,F,1944-11-27
Rachel,Allen,Utah,F,1962-10-17
James,Myers,Michigan,M,1945-08-13
Michael,Willis,Illinois,M,1965-10-26
Andrew,Jenkins,Washington,M,1965-03-17
David,Bryant,Connecticut,M,1966-06-04
Steven,Obrien,Missouri,M,1943-03-24
Amanda,Davis,Michigan,F,1963-05-12
Travis,Sharp,Massachusetts,M,1956-07-13
Kathryn,Evans,California,F,1948-04-23
Paige,Adkins,Louisiana,F,1957-05-25
Adam,Lyons,Texas,M,1964-02-12
Edwin,Dudley,Virginia,M,1980-10-15
Tammy,Howe,Kentucky,F,1953-05-31
Dawn,Gordon,Arizona,F,1966-12-20
Christopher,Prince,New Jersey,M,1941-04-26
Lauren,Young,Texas,F,1958-05-20
George,Carter,Ohio,M,1974-07-07
Nathan,Welch,Pennsylvania,M,1938-03-29
David,Mcdonald,New York,M,1939-11-08
Nicole,Thompson,North Carolina,F,1955-06-19
Susan,Mcknight,Virginia,F,1963-10-31
Michael,Thompson,Louisiana,M,1944-12-27
James,Harrison,Massachusetts,M,1971-09-02
Evan,Henderson,Mississippi,M,1952-04-24
Christina,Williamson,Wisconsin,F,1979-02-24
Brett,Cordova,Wyoming,M,1951-06-29
Kaitlyn,Barrett,Michigan,F,1961-12-29
Tyler,Whitaker,Texas,M,1958-06-09
Robert,Hines,Nebraska,M,1973-11-30
Andrea,White,New Jersey,F,1938-05-18
Lucas,Bennett,Florida,M,1953-06-23
Robert,Ward,Ohio,M,1961-01-15
Ronald,Mercado,Illinois,M,1951-05-03
Jose,Williams,Florida,M,1961-07-29
Susan,Dawson,North Carolina,F,1976-11-13
Julia,Rodriguez,Minnesota,F,1946-10-25
Lindsay,Larsen,Tennessee,F,1969-12-29
Howard,Rollins,Nebraska,M,1956-12-18
Joan,Glenn,New York,F,1975-03-08
Brittney,Odonnell,Maryland,F,1951-01-10
Tasha,Castro,Rhode Island,F,1980-04-21
Jane,Kelly,Florida,F,1948-08-04
Miranda,Gordon,Colorado,F,1977-02-03
Michael,Rasmussen,Colorado,M,1954-06-04
Samuel,Barnett,New Jersey,M,1935-05-26
Jackie,Stevens,Texas,F,1978-06-22
Kimberly,Montes,California,F,1942-08-26
Brandon,Montgomery,Idaho,M,1974-04-20
Jennifer,Barnes,Arizona,F,1923-09-19
Julie,Carter,Washington,F,1954-11-06
Adam,Taylor,Indiana,M,1959-03-21
Ashley,King,Illinois,F,1974-12-26
Michael,Hayes,New York,M,1964-10-29
Dennis,Rodriguez,Louisiana,M,1966-01-03
Steven,Salazar,Colorado,M,1948-12-16
James,Davis,Arkansas,M,1971-07-06
Maria,Martin,West Virginia,F,1959-05-23
Jason,Watkins,Utah,M,1956-06-28
Brandon,Swanson,Georgia,M,1964-06-23
Brian,Jensen,Georgia,M,1958-05-30
Daniel,Clark,Georgia,M,1953-07-10
Felicia,Peterson,North Carolina,F,1959-04-02
Raymond,Walker,Texas,M,1941-12-14
Eric,Snow,New York,M,1928-05-19
Andrew,Pierce,Arizona,M,1943-03-29
Catherine,Pitts,New Jersey,F,1962-07-14
Miguel,Reed,Virginia,M,1955-08-03
Brandon,Meyer,Texas,M,1945-06-18
Leonard,Mata,Texas,M,1965-10-01
Amanda,Ellis,Missouri,F,1978-01-19
Jennifer,Haas,Tennessee,F,1955-10-03
Dan,Scott,Iowa,M,1964-04-23
Matthew,Phillips,California,M,1924-05-20
Tara,Francis,Mississippi,F,1964-01-02
Cynthia,Floyd,Arizona,F,1935-08-11
John,Jones,Colorado,M,1948-03-16
Lauren,Tapia,Alabama,F,1949-12-10
Emily,Taylor,Arizona,F,1965-08-17
Derek,Wright,Missouri,M,1979-05-20
Eric,Ross,Oregon,M,1953-03-12
Mark,Leonard,Minnesota,M,1967-11-20
Robert,Simpson,New Jersey,M,1954-07-11
Veronica,Rhodes,Texas,F,1974-05-20
Gregory,Stanley,Virginia,M,1959-12-24
Michelle,Cooper,Colorado,F,1965-03-22
Dale,Brewer,Indiana,M,1962-01-03
Robert,Moore,California,M,1974-07-18
Anthony,Nichols,Ohio,M,1945-10-31
Ashley,Roberts,North Carolina,F,1970-10-12
Kelly,Donaldson,Missouri,F,1938-05-28
Russell,Glass,North Carolina,M,1963-09-16
Cathy,Rodriguez,Arizona,F,1963-07-02
Susan,Cruz,Virginia,F,1957-03-09
Gary,Johnson,Illinois,M,1948-04-29
Jared,Hull,Tennessee,M,1979-07-19
Bailey,Baker,Montana,F,1951-11-20
William,Thomas,Washington,M,1964-03-21
Eric,Guzman,Oklahoma,M,1961-01-17
Samantha,Miller,Ohio,F,1937-03-19
Nichole,Nolan,Delaware,F,1966-04-15
Marie,Garcia,Rhode Island,F,1976-04-16
Jennifer,Brown,Oregon,F,1958-09-13
Ashley,Sanders,New Mexico,F,1947-12-16
Kyle,Mcmahon,Indiana,M,1963-11-01
Craig,Stevens,Michigan,M,1958-02-25
Amanda,Hall,Florida,F,1969-07-06
Joseph,Melendez,California,M,1968-04-04
Randall,Miller,Kansas,M,1971-04-11
Brian,Hull,Tennessee,M,1978-11-03
Thomas,Diaz,Tennessee,M,1977-05-27
Robert,Smith,Maryland,M,1966-10-28
Thomas,Collins,Ohio,M,1946-11-06
Casey,Avila,Texas,F,1978-01-26
Steve,Montgomery,California,M,1966-05-22
Peter,Harper,New Mexico,M,1972-05-16
Samantha,Miller,Oklahoma,F,1956-03-18
Timothy,Durham,Texas,M,1971-05-09
Steven,Woodard,Indiana,M,1976-03-11
Gloria,Jones,Pennsylvania,F,1978-05-21
Ryan,Alexander,California,M,1940-07-22
Kenneth,Jones,Georgia,M,1956-08-12
Dale,Le,Nebraska,M,1951-10-20
Brett,Johnson,Connecticut,M,1969-04-11
Christopher,Gordon,Ohio,M,1961-11-04
Gary,Mcdonald,South Dakota,M,1979-06-16
Stacey,Mills,Texas,F,1938-04-21
Alan,Ingram,Utah,M,1964-10-09
Morgan,Lee,New York,F,1961-06-02
Michael,Wilson,New York,M,1959-03-30
Janet,Rowe,Florida,F,1944-11-20
Dennis,Jones,Colorado,M,1978-06-09
Antonio,White,Utah,M,1962-11-23
Annette,Roberson,New Hampshire,F,1950-09-10
Martha,Rice,Arizona,F,1947-03-18
Amy,Phillips,Arizona,F,1952-08-20
Jennifer,Martin,Tennessee,F,1966-02-10
Fred,Rosario,Florida,M,1941-06-09
Adam,Herman,West Virginia,M,1960-07-31
Eric,Shah,Ohio,M,1968-12-28
Phillip,Miller,California,M,1939-10-05
Vanessa,Davis,Georgia,F,1959-06-13
Julia,Jenkins,Tennessee,F,1933-01-10
Dawn,Graves,Indiana,F,1973-11-25
Katelyn,Davies,Massachusetts,F,1969-02-17
Julie,Moreno,Nebraska,F,1980-06-15
Michael,Crawford,Florida,M,1950-12-27
Christian,Chavez,Pennsylvania,M,1959-09-12
Drew,Bates,Colorado,M,1943-05-24
Heather,Weiss,Delaware,F,1962-08-10
Kimberly,Davis,California,F,1947-09-29
Marco,Diaz,Arkansas,M,1956-04-13
Javier,Blake,Utah,M,1947-10-29
Kimberly,Salas,Pennsylvania,F,1949-03-01
Jacob,Reyes,Pennsylvania,M,1939-12-11
Susan,Hardy,Pennsylvania,F,1976-11-13
David,Evans,New Jersey,M,1962-05-04
Nathan,Benson,Louisiana,M,1970-05-10
Michael,Fritz,Texas,M,1955-08-17
Melissa,Cox,Minnesota,F,1966-11-19
Jesse,Collier,Missouri,M,1967-12-07
Dustin,Frazier,Illinois,M,1931-11-20
Ronald,Young,New York,M,1938-12-17
Emily,Floyd,New Jersey,F,1976-03-15
Alexis,Garcia,California,F,1957-05-20
William,Walker,North Carolina,M,1953-10-20
Leah,James,Ohio,F,1957-12-10
Derek,Rodriguez,Maryland,M,1936-04-11
Keith,Jenkins,New York,M,1955-07-20
Richard,Williams,Virginia,M,1941-05-25
Christopher,Gibson,Wisconsin,M,1940-08-19
Ethan,Obrien,Ohio,M,1946-02-24
David,Bullock,New Jersey,M,1961-09-25
Robert,Barker,Arkansas,M,1964-01-15
Scott,Edwards,California,M,1965-01-01
Jacob,Gaines,North Carolina,M,1965-02-22
Madison,Bell,California,F,1977-05-13
Roberta,Mosley,Arizona,F,1979-04-14
Whitney,Shaw,Wisconsin,F,1947-02-21
Laura,Hayes,New Jersey,F,1977-10-30
Michael,Webb,Utah,M,1942-11-21
Kristi,Campbell,New York,F,1981-01-28
Douglas,Jones,New Hampshire,M,1948-04-27
Daniel,Kidd,Arizona,M,1952-03-02
Robert,Jones,Mississippi,M,1964-09-13
Nicholas,Diaz,Arizona,M,1970-03-23
Joseph,Roberts,Michigan,M,1948-03-09
Lisa,Jones,Montana,F,1938-07-09
Jason,Hurley,Texas,M,1958-11-24
Jordan,Hill,South Dakota,F,1976-01-07
Kristy,Ryan,Alabama,F,1951-07-24
Chad,Johnson,West Virginia,M,1954-02-14
James,Jones,Alabama,M,1963-11-17
John,Ayers,North Carolina,M,1976-04-30
Michael,Phillips,North Carolina,M,1967-09-30
Lauren,Hobbs,Massachusetts,F,1941-06-12
Brian,Bauer,Alabama,M,1963-12-02
Tracey,Joseph,New Jersey,F,1947-02-25
Meredith,Gordon,Florida,F,1932-03-05
Kathleen,Stone,Colorado,F,1972-12-29
April,Chambers,Kentucky,F,1943-03-17
Mark,Miller,Indiana,M,1964-01-17
James,Estes,Utah,M,1957-11-19
Joann,Lamb,Texas,F,1970-12-24
Shannon,Beard,Pennsylvania,F,1963-12-11
Christine,Williams,New Jersey,F,1958-01-18
Paul,Kennedy,Michigan,M,1976-06-07
John,Hayes,Washington,M,1948-07-15
Craig,Gonzales,Ohio,M,1960-02-28
Brandon,Wheeler,Minnesota,M,1965-11-09
Leah,Wilson,New York,F,1934-01-03
Sara,Gay,New York,F,1945-05-04
Angela,Sampson,Tennessee,F,1926-09-25
Richard,Hayes,Ohio,M,1976-02-23
John,White,California,M,1950-08-02
Alexandra,Dickson,Arizona,F,1960-03-02
Steven,Lopez,Florida,M,1965-02-23
Taylor,Reyes,Georgia,F,1974-08-20
Erin,Poole,Virginia,F,1959-11-18
Chelsea,Decker,Tennessee,F,1961-09-08
Angela,Donovan,Arizona,F,1970-06-27
Jorge,Lopez,Georgia,M,1946-09-06
Virginia,Villanueva,South Dakota,F,1950-02-10
Timothy,Hood,Massachusetts,M,1972-12-10
Nathan,Kim,Colorado,M,1941-08-18
Alexander,Evans,Mississippi,M,1946-03-03
James,Mendoza,California,M,1952-02-04
Scott,Gordon,Iowa,M,1965-10-31
Curtis,Perez,Minnesota,M,1977-03-18
Aaron,Newton,New Mexico,M,1974-04-21
Brian,Myers,New Jersey,M,1969-07-09
William,Crawford,California,M,1959-04-26
Charles,Hernandez,New Jersey,M,1952-12-25
Andrew,Malone,Washington,M,1946-03-20
Alexis,Bell,Alabama,F,1954-01-21
Gina,King,California,F,1952-09-21
Jacqueline,Garner,New Mexico,F,1948-08-26
Justin,Reyes,Florida,M,1957-12-22
Jonathan,Walker,Indiana,M,1968-10-13
Javier,Gutierrez,Kentucky,M,1961-04-03
Philip,Shelton,Illinois,M,1963-05-28
William,Reeves,Illinois,M,1957-10-03
James,Smith,Pennsylvania,M,1943-02-28
Jerry,Cooper,New York,M,1953-04-10
Krista,Moore,Michigan,F,1947-05-07
Michael,Rodriguez,Missouri,M,1967-03-06
Michael,Barker,Illinois,M,1969-12-10
Michael,Rivas,Arizona,M,1949-10-15
Brandon,Pittman,New Hampshire,M,1960-08-08
Sean,Waters,Ohio,M,1945-08-01
Melissa,Adams,New Mexico,F,1965-07-31
Brandon,Martin,Arkansas,M,1958-03-18
Donald,Love,California,M,1972-10-03
Christopher,Washington,Florida,M,1955-04-04
Connie,Tanner,Maryland,F,1963-12-25
Richard,Edwards,New Mexico,M,1969-05-05
Lisa,Good,Georgia,F,1962-01-24
Clifford,Thomas,New Jersey,M,1955-03-15
Steven,Anderson,Illinois,M,1952-06-04
Joseph,Brown,Georgia,M,1970-07-08
Darlene,Mitchell,Missouri,F,1980-01-04
Justin,Bruce,Michigan,M,1966-05-27
James,Sanchez,Texas,M,1946-06-05
Adam,Summers,Ohio,M,1948-03-21
Joshua,Flores,Florida,M,1969-04-24
James,Moore,Michigan,M,1956-05-27
Anthony,Robinson,Texas,M,1948-08-06
Ernest,Kelley,Rhode Island,M,1953-11-28
Christine,Torres,New York,F,1960-01-02
Todd,Morales,Arizona,M,1959-10-12
Justin,Price,Arizona,M,1971-01-20
John,Alvarez,Minnesota,M,1955-02-15
Laurie,Davis,Georgia,F,1954-07-01
Frank,Soto,New Hampshire,M,1981-03-17
Julie,Garcia,New Jersey,F,1960-09-16
Megan,Briggs,New Jersey,F,1963-04-15
Danny,Mccormick,Oregon,M,1962-01-30
Tiffany,Barber,North Carolina,F,1945-07-20
Brianna,Wilkerson,Tennessee,F,1979-07-08
Ricardo,Ruiz,Wisconsin,M,1958-12-30
David,Jimenez,California,M,1961-06-25
Jose,Martinez,Texas,M,1978-03-06
Rebecca,Fisher,Florida,F,1969-05-20
Nancy,Underwood,Utah,F,1955-08-28
Nancy,Townsend,Michigan,F,1959-04-23
Andrea,Jenkins,Maryland,F,1936-03-25
Adam,Thomas,Virginia,M,1960-08-15
Randy,Scott,Ohio,M,1962-10-05
Janice,Garcia,New Jersey,F,1965-04-11
Mary,Brooks,Oklahoma,F,1937-06-09
Gloria,Rodriguez,Oregon,F,1959-08-28
Robert,Petty,Arizona,M,1960-02-02
Cynthia,Wagner,Florida,F,1974-10-26
Marcus,Walton,Florida,M,1968-02-20
Alan,Simmons,Florida,M,1960-02-16
Cassandra,Torres,Wisconsin,F,1967-08-02
Jamie,Peters,Virginia,M,1932-11-16
Allen,Lopez,Kansas,M,1975-05-17
Elizabeth,Jackson,Arizona,F,1957-10-02
Tyler,Green,Texas,M,1970-04-29
Jason,Walker,Michigan,M,1975-07-26
Jamie,Davis,Georgia,F,1965-06-22
Matthew,Mitchell,Illinois,M,1960-02-19
Kelly,Murphy,Rhode Island,F,1957-12-12
Karen,Johnson,Wisconsin,F,1971-01-06
Nicole,Chavez,New York,F,1951-04-25
Kyle,Collins,Indiana,M,1980-06-24
Richard,Anderson,Washington,M,1960-03-22
Joseph,Solis,Florida,M,1961-06-29
Jason,Sanchez,Washington,M,1960-02-10
Dean,Myers,Illinois,M,1958-06-03
Michael,Robinson,Georgia,M,1950-07-29
Jonathan,Walker,Indiana,M,1963-01-04
Andrew,Mason,Alabama,M,1947-08-02
Jon,Livingston,Michigan,M,1954-10-05
Teresa,Morgan,Arizona,F,1931-05-25
Tracy,Castro,New Jersey,F,1956-02-26
Justin,Evans,New Jersey,M,1952-11-18
Lisa,Smith,Tennessee,F,1965-12-26
Steven,Green,Florida,M,1953-11-05
Ricky,Patterson,New Jersey,M,1970-09-27
Joseph,Warner,Arizona,M,1931-09-23
Lucas,Atkins,Ohio,M,1959-07-16
Jon,Miller,Kentucky,M,1957-06-26
John,Lawson,Colorado,M,1978-10-04
Wayne,Turner,Pennsylvania,M,1962-07-12
Gary,Malone,Pennsylvania,M,1943-04-22
Karen,Rodriguez,North Dakota,F,1964-07-01
Alexandria,Williams,New Mexico,F,1936-07-25
Derek,Gibson,Pennsylvania,M,1941-03-09
Andrew,Henderson,Minnesota,M,1963-01-24
Jacob,Harmon,Utah,M,1948-05-25
Matthew,Lopez,Kentucky,M,1960-12-18
Dennis,Anderson,Illinois,M,1953-12-11
Keith,Turner,California,M,1964-04-22
James,Arnold,Iowa,M,1962-08-03
Marcus,Gonzalez,Arizona,M,1968-12-02
Michelle,Casey,Kansas,F,1950-01-28
Peter,Braun,Florida,M,1969-06-03
Lisa,Davis,New York,F,1973-06-25
Jessica,Miller,Indiana,F,1970-04-05
Joshua,Gay,Virginia,M,1941-06-02
Thomas,Richardson,Mississippi,M,1962-09-19
Alexis,Clay,Arkansas,F,1968-02-13
Paul,Jennings,Georgia,M,1947-04-18
Jessica,Cole,Virginia,F,1960-06-26
Christian,Wells,Tennessee,M,1969-04-08
Michael,Calderon,New York,M,1959-01-26
Jeremiah,Carroll,Missouri,M,1966-01-01
Matthew,Ramsey,Idaho,M,1961-04-23
Susan,Howard,Kentucky,F,1970-01-11
Danielle,Taylor,New Mexico,F,1977-11-25
Dominique,Chavez,Washington,F,1977-01-23
Christine,Terry,New York,F,1949-01-27
Ronald,Hall,Wisconsin,M,1971-02-14
Jennifer,Kramer,Montana,F,1967-05-15
Amber,Bowen,Kansas,F,1961-10-26
Ricky,Tanner,Indiana,M,1961-06-06
Cory,Crawford,North Dakota,M,1981-02-15
Daniel,Nixon,Michigan,M,1963-05-29
Angelica,Massey,Arizona,F,1958-03-30
Philip,Jimenez,Michigan,M,1964-09-17
Emily,Thomas,Texas,F,1964-09-28
Mary,Williamson,Alabama,F,1969-11-27
Kiara,Pollard,California,F,1933-06-19
David,Harrison,South Dakota,M,1971-09-18
Matthew,Robinson,Texas,M,1958-05-15
Jim,Hill,Arizona,M,1951-05-06
Brandon,Murphy,Alabama,M,1973-08-25
Antonio,Johnson,Florida,M,1949-04-08
Steven,Herman,California,M,1972-10-08
Karen,Charles,North Carolina,F,1981-10-11
Robert,Gomez,Ohio,M,1961-07-20
David,Smith,Virginia,M,1978-07-05
Kylie,Anderson,New York,F,1975-09-08
Donald,Duran,California,M,1961-12-23
Mark,Russell,Tennessee,M,1968-10-15
Elizabeth,Valdez,Missouri,F,1980-07-22
Matthew,Andrade,Arizona,M,1952-09-14
Kenneth,Hampton,Colorado,M,1976-06-26
Samantha,Robinson,Louisiana,F,1968-11-20
Jordan,Green,Maryland,F,1941-07-03
John,Steele,Pennsylvania,M,1908-07-24
Jamie,Kennedy,Arizona,F,1941-01-08
Veronica,Larsen,New York,F,1965-11-08
Patricia,Ramirez,Arizona,F,1975-01-08
Cynthia,Stanley,Tennessee,F,1969-09-22
Matthew,Sloan,Louisiana,M,1959-02-11
Michael,Zimmerman,Texas,M,1933-08-01
Daniel,Lopez,California,M,1952-07-22
Jackie,Meyer,Ohio,F,1960-07-22
Aaron,Long,Florida,M,1944-06-22
Ryan,Hart,Utah,M,1943-02-06
Fred,Phillips,Pennsylvania,M,1981-10-28
Maureen,Hubbard,Ohio,F,1955-02-22
Kristine,Lowe,South Carolina,F,1943-07-20
James,Carpenter,California,M,1964-11-14
Melanie,Cummings,Michigan,F,1944-08-16
Katie,Smith,New York,F,1941-09-07
April,Shea,California,F,1957-05-04
Patrick,Weiss,Iowa,M,1941-01-12
Jeremy,Robinson,Texas,M,1970-02-14
Charles,Reynolds,Arizona,M,1949-03-31
Alexis,Cooper,New York,F,1945-11-28
Pamela,Johnson,Minnesota,F,1974-10-08
Catherine,Scott,Georgia,F,1967-06-17
Christy,Bray,Arizona,F,1958-10-15
Kristin,Braun,New Jersey,F,1980-08-19
Michael,Gutierrez,Florida,M,1958-05-17
Christopher,Miller,Texas,M,1980-01-31
Robert,Donaldson,Alabama,M,1948-09-14
Anthony,Mitchell,Florida,M,1965-02-26
David,Morgan,Delaware,M,1971-08-10
Raymond,Williams,Colorado,M,1962-04-06
Richard,Parks,Texas,M,1952-02-12
Lisa,Barton,Arkansas,F,1972-12-10
Thomas,West,Ohio,M,1965-11-27
Joseph,Reed,Texas,M,1957-04-01
Hannah,Anderson,California,F,1972-12-16
Laura,Ellis,Texas,F,1972-07-04
Christina,Fitzgerald,Minnesota,F,1981-11-16
Gregory,Powers,Missouri,M,1975-11-30
Trevor,Lynch,Illinois,M,1976-04-13
Michael,Taylor,Georgia,M,1954-08-10
Brittany,Cooper,California,F,1943-10-01
William,Russell,New Mexico,M,1962-12-28
Allison,Torres,Pennsylvania,F,1970-08-22
Mike,Delgado,Illinois,M,1963-01-18
Michelle,Buchanan,Idaho,F,1953-04-06
Deanna,Floyd,Florida,F,1967-10-20
Vicki,Roman,Wisconsin,F,1977-11-09
Brian,Clark,Massachusetts,M,1955-03-02
Todd,Brown,Louisiana,M,1977-09-14
Jeffrey,Wolf,North Carolina,M,1966-07-09
Kristin,Bennett,Illinois,F,1978-06-18
Robert,Erickson,Tennessee,M,1969-11-09
Nicholas,Hill,California,M,1962-12-06
Jillian,Morrison,Florida,F,1953-06-15
Lydia,Martinez,Wisconsin,F,1969-07-13
Ashley,Fisher,Louisiana,F,1967-03-23
Mark,Gray,New York,M,1950-05-07
Sandra,Garcia,Pennsylvania,F,1969-11-29
Jennifer,Bray,Michigan,F,1979-05-22
William,Haney,North Carolina,M,1965-09-06
Charles,Brooks,Texas,M,1971-09-26
Rebekah,Owens,New York,F,1965-03-23
Michael,Watkins,Texas,M,1971-06-19
Douglas,Schneider,Florida,M,1942-01-01
Daniel,Ramos,Maryland,M,1969-04-16
John,Young,Texas,M,1962-03-17
Timothy,Garcia,Pennsylvania,M,1956-11-17
Peter,Snyder,Illinois,M,1965-01-26
Jeffery,Flores,Iowa,M,1975-03-08
Katherine,Curry,Arizona,F,1980-02-01
Daniel,Roth,Alabama,M,1930-09-07
Tiffany,Smith,California,F,1969-06-21
Michael,Hughes,Utah,M,1961-11-10
Victoria,George,Maryland,F,1939-07-23
Megan,Curtis,Kentucky,F,1941-09-29
Derrick,Ryan,Missouri,M,1938-10-12
Justin,Turner,Kansas,M,1948-08-25
Shane,Hooper,Montana,M,1972-07-16
Ashley,Chapman,Wisconsin,F,1944-08-09
Ashley,Salinas,North Dakota,F,1955-07-04
Mark,Stone,Tennessee,M,1960-02-20
Kenneth,Valenzuela,Minnesota,M,1968-09-12
Devin,Wilkinson,California,M,1965-02-12
Taylor,Parker,Florida,F,1956-09-19
Michael,May,Texas,M,1973-08-05
Gregory,Bell,Virginia,M,1964-07-28
Eric,Howard,Utah,M,1969-04-02
Kyle,Bell,North Carolina,M,1939-12-15
Dorothy,Wood,Minnesota,F,1967-09-29
Sarah,Vaughn,Florida,F,1937-12-18
Kyle,Carson,Texas,M,1955-10-13
Benjamin,Lee,Arizona,M,1980-07-17
Cheryl,Harris,Wisconsin,F,1956-11-19
Melissa,Hoffman,Wisconsin,F,1966-04-01
Lance,Morgan,Nevada,M,1963-08-13
Crystal,Johnson,Kansas,F,1963-06-24
Robert,Oliver,Arizona,M,1956-04-03
Kyle,Cervantes,Utah,M,1949-05-25
Zachary,Glover,Indiana,M,1932-04-13
Christine,Espinoza,Michigan,F,1958-09-01
Eileen,Jones,Texas,F,1971-08-27
John,Hurley,Virginia,M,1958-08-03
James,Massey,Alabama,M,1949-10-19
Tamara,Anderson,Oregon,F,1952-11-29
David,Powell,Arizona,M,1965-02-28
Ronald,Davis,Kentucky,M,1961-05-15
Michael,Bailey,New York,M,1967-08-24
Edward,Rice,North Carolina,M,1944-10-07
Blake,Peterson,Colorado,M,1945-08-16
Crystal,Schwartz,New York,F,1946-07-29
John,Wilson,New York,M,1949-12-18
Melanie,Robinson,Louisiana,F,1977-05-01
Michael,Davis,California,M,1977-03-08
Joseph,Potts,New York,M,1978-09-28
Zachary,Thomas,Texas,M,1968-08-30
Edward,Mckinney,Pennsylvania,M,1949-03-23
Kimberly,Moore,Connecticut,F,1925-09-15
Jessica,Hansen,Pennsylvania,F,1977-02-11
Laura,Ford,Missouri,F,1966-10-31
Russell,Kaiser,Virginia,M,1958-08-19
Andrew,Hood,Texas,M,1949-12-06
Thomas,Williams,Arizona,M,1952-09-10
Ashley,Taylor,Oklahoma,F,1957-12-14
Linda,Bates,California,F,1960-02-24
Robert,Fox,Florida,M,1952-03-29
Cheryl,Parker,Illinois,F,1968-12-02
Kevin,Walters,Ohio,M,1961-10-09
Kimberly,Williams,Arizona,F,1940-10-11
Joshua,Nguyen,Michigan,M,1939-07-18
Jesus,Foster,Texas,M,1950-08-06
Carol,French,Connecticut,F,1979-07-09
Jimmy,Contreras,Florida,M,1957-03-16
Stephanie,Moran,Georgia,F,1953-01-20
Kendra,Villanueva,Alabama,F,1924-07-11
Alexis,Anderson,Texas,F,1958-04-08
Ronald,Jensen,South Carolina,M,1942-10-30
Matthew,Black,Texas,M,1961-09-05
Julian,Moreno,Virginia,M,1977-04-01
Shannon,Hernandez,Ohio,M,1941-12-01
Michelle,Johnson,New Jersey,F,1969-04-19
Cynthia,Vasquez,Arkansas,F,1963-12-29
Jessica,Delacruz,California,F,1937-10-11
Andrea,Wilkinson,Ohio,F,1975-09-10
Corey,Brown,Washington,M,1938-08-04
Michelle,Rice,New York,F,1952-08-29
Jessica,Roberts,New York,F,1981-01-30
Kimberly,Williams,Pennsylvania,F,1976-05-03
Bethany,Torres,Florida,F,1959-11-02
Heather,Schroeder,Montana,F,1947-03-20
Roberto,Washington,Kentucky,M,1947-03-17
Marie,Henderson,Georgia,F,1953-10-14
Nathan,Lopez,Colorado,M,1972-01-07
Elizabeth,Hinton,Pennsylvania,F,1951-11-12
Gail,Shelton,Wisconsin,F,1976-02-01
Annette,Fletcher,Texas,F,1944-06-10
Nicole,Lyons,Arizona,F,1966-06-13
Nicole,Harper,Ohio,F,1955-12-22
Cody,Carney,California,M,1929-05-17
Barbara,Conrad,Colorado,F,1972-10-24
Casey,Morris,Ohio,M,1944-11-01
Tracie,Harris,New York,F,1973-02-24
Becky,Smith,Maryland,F,1943-06-29
Jonathan,Pitts,Montana,M,1949-07-23
Michelle,Cook,Maryland,F,1954-02-20
Kevin,Howell,California,M,1966-03-25
Kara,Durham,Michigan,F,1976-12-16
